PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11
AI;74PI889;;FLD;740-20;A_C74022;C7402002BX FEED OIL;Yes;ИСТИНА;ЛОЖЬ;;731;ИСТИНА;Float;4-20mA;0;600;кПа;;;;;628;ЛОЖЬ;15324;;None;None;None;None;;;;-150;-150;;;;-XXXXX.X;3.64;22;;07.05;13;5;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;Output;EPKS_UCB;ESD_002_1;10143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1013_1;;;740-20;;;;ЛОЖЬ;ЛОЖЬ;;1013;;;;;;;0;;;;3356;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73PALL182B_FU;;COM;730-30;;С-7303001B EMERGENCY SD;No;ЛОЖЬ;ЛОЖЬ;;1057;;;;;;;0;;;;4473;ЛОЖЬ;0;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1017_1_L;;;740-20;740-20;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1017;;;;;;;0;;;;4406;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;931_1;;;C7303001;;;;ЛОЖЬ;ЛОЖЬ;;931;;;;;;;;100 ms;10;;100;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;577_578_5;;;;;74TI832;;ЛОЖЬ;ЛОЖЬ;;578;;Float;;;;;0;;;;866;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;991_995_1;;;740-20;;C-7402001AX RESET FUP;;ЛОЖЬ;ЛОЖЬ;;995;;;;;;;0;;;;3129;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74VSHH952A_FU;;COM;740-20;;C-7402002CX EMERGENCY SD;No;ЛОЖЬ;ЛОЖЬ;;1039;;;;;;;0;;;;3583;ЛОЖЬ;0;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C971_6_E;;;C7303001;C7303001;Function block marker;;ЛОЖЬ;ЛОЖЬ;;971;;;;;;;0;;;;5369;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;533_3;;;730-30;;;;ЛОЖЬ;ЛОЖЬ;;533;;;;;;;0;;;;1634;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;74VSHH909B;;BNS;740-20;A_C74021;C7402001SX VIB 2 STEP Y;Yes;ИСТИНА;ЛОЖЬ;;645;;;;;;;;;;;199;ИСТИНА;13880;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;07.04;7;16;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;Output;EPKS_UCB;ESD_002_1;1325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;74PDI838;;FLD;740-20;A_C74021;C7402001AX DROP AIR FILT;Yes;ИСТИНА;ЛОЖЬ;;575;ИСТИНА;Float;4-20mA;0;6.3;кПа;;;;;364;ЛОЖЬ;15310;;None;None;None;None;;;;-1.574;-1.574;;;;-XXXXX.X;3.64;22;;07.05;5;7;1;Top scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;Output;EPKS_UCB;ESD_002_1;10129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;436_100_1;;;740-20;;73LS018A_FL;;ЛОЖЬ;ЛОЖЬ;;100;;;;;;;0;;;;692;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;913_4;;;C7303001;;;;ЛОЖЬ;ЛОЖЬ;;913;;;;;;;;100 ms;5;;848;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;74PI833;;FLD;740-20;A_C74021;C7402001AX INLET 1 STEP;Yes;ИСТИНА;ЛОЖЬ;;579;ИСТИНА;Float;4-20mA;-100;150;кПа;;;;;360;ЛОЖЬ;15321;;None;None;None;None;;;;-162.5;-162.5;;;;-XXXXX.X;3.64;22;;07.05;5;6;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;Output;EPKS_UCB;ESD_002_1;10140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73AI003A1_MOC;;COM;730-30;A_73030;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;413;;;;;;;0;;;;1880;ИСТИНА;13881;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;CC_UCB_1;ESD_002_1;66;;;;;;;;
DI;74PI908_MOR;;COM;740-20;A_C74021;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;629;;;;;;;0;;;;3804;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;Input;EPKS_UCB;ESD_002_1;141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;74PDI838_HH;;COM;740-20;A_C74021;HH TRIP SETPOINT;No;ЛОЖЬ;ЛОЖЬ;;575;;Float;;;;;0;;;;624;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;10285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1049_1_I;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1049;;;;;;;0;;;;4761;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1041_4;;;740-20;;;;ЛОЖЬ;ЛОЖЬ;;1041;;;;;;;0;;;;3619;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C541_7_G;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;541;;;;;;;0;;;;6640;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1055_10;;;730-30;;;;ЛОЖЬ;ЛОЖЬ;;1055;;;;;;;0;;;;4577;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1021_6;;;740-20;;;;ЛОЖЬ;ЛОЖЬ;;1021;;;;;;;0;;;;3385;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;917_1504_3;;;C7303001;;73TI068A3 TF;;ЛОЖЬ;ЛОЖЬ;;1504;;;;;;;0;;;;4784;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74VAHH833B;;COM;740-20;A_C74021;C7402001AX VIB 1 STEP Y;No;ЛОЖЬ;ЛОЖЬ;;593;;;;;;;0;;;;2272;ИСТИНА;13883;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;1089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;73SI002B_MOR;;COM;730-30;A_73030;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;465;;;;;;;0;;;;3844;ЛОЖЬ;0;None;;;;;;1=REQUEST;1=REQUEST;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;Input;EPKS_UCB;ESD_002_1;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;74TI861A_HI;;COM;730-30;;HI ALARM SETPOINT;No;ЛОЖЬ;ЛОЖЬ;;583;;Float;;;;;0;;;;966;;0;;None;None;None;None;;;;;;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;10500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;CB002_ESD_CF;;COM;4300;;CONTROLLER ESD_002_1 FAULT;No;ИСТИНА;ЛОЖЬ;;16;;;;;;;0;;;;191;ЛОЖЬ;13830;None;;;;;;0=FAULT;0=FAULT;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C308_3_F;;;880-14;880-14;Function block marker;;ЛОЖЬ;ЛОЖЬ;;308;;;;;;;0;;;;6059;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;74PI803;;FLD;740-20;A_C74022;C7402002AX INLET 1 STEP;Yes;ИСТИНА;ЛОЖЬ;;699;ИСТИНА;Float;4-20mA;-100;150;кПа;;;;;544;ЛОЖЬ;15319;;None;None;None;None;;;;-162.5;-162.5;;;;-XXXXX.X;3.64;22;;07.05;11;1;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;Output;EPKS_UCB;ESD_002_1;10138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73PALL143;;COM;730-30;A_C73032;LUBE OIL;No;ЛОЖЬ;ЛОЖЬ;;533;;;;;;;0;;;;1689;ИСТИНА;13884;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;931_3;;;C7303001;;;;ЛОЖЬ;ЛОЖЬ;;931;;;;;;;0;;;;4909;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1031_1023_1;;;740-20;;FIRST OUT SEQUENCE;;ЛОЖЬ;ЛОЖЬ;;1023;;;;;;;0;;;;3563;ЛОЖЬ;0;;;;;;;1=FU ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;755_11;;;C742002;;;;ЛОЖЬ;ЛОЖЬ;;755;;;;;;;0;;;;6146;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;489_100_1;;;740-20;;73LS018B_FL;;ЛОЖЬ;ЛОЖЬ;;100;;;;;;;0;;;;1056;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74HA804;;COM;C742002;;C7402002AX EM. STOP;No;ЛОЖЬ;ЛОЖЬ;;726;;;;;;;0;;;;5681;ИСТИНА;14118;None;;;;;;0=TRIP;0=TRIP;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;74VSHH802AB_MOR;;COM;740-20;A_C74022;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;719;;;;;;;0;;;;4016;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;Input;EPKS_UCB;ESD_002_1;225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73TI068A3_TF;;COM;730-30;A_C73031;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;917;;;;;;;0;;;;2659;ИСТИНА;13886;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C461_4_D;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;461;;;;;;;0;;;;5808;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C405_1_B;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;405;;;;;;;0;;;;5832;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;74VSHH877AB_MOR;;COM;740-20;A_C74022;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;759;;;;;;;0;;;;4026;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;Input;EPKS_UCB;ESD_002_1;235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;471_475_1;;;730-30;;73TAHH024B_I;;ЛОЖЬ;ЛОЖЬ;;475;;;;;;;0;;;;1682;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74TAH833;;COM;730-30;;HI ALARM;No;ЛОЖЬ;ЛОЖЬ;;709;;;;;;;0;;;;5190;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;2168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;959_8;;;C7303001;;;;ЛОЖЬ;ЛОЖЬ;;959;;;;;;;0;;;;1289;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;74HS804;;LCP;740-20;A_C74022;C7402002AX EM. STOP;Yes;ИСТИНА;ЛОЖЬ;;726;;;;;;;;;;;312;ИСТИНА;13887;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;07.10;13;1;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;Output;EPKS_UCB;ESD_002_1;1378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C639_7_D;;;C742001;C742001;Function block marker;;ЛОЖЬ;ЛОЖЬ;;639;;;;;;;0;;;;6488;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C531_3_G;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;531;;;;;;;0;;;;6652;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C751_7_E;;;C742002;C742002;Function block marker;;ЛОЖЬ;ЛОЖЬ;;751;;;;;;;0;;;;6300;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C921_7_E;;;C7303001;C7303001;Function block marker;;ЛОЖЬ;ЛОЖЬ;;921;;;;;;;0;;;;6081;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C585_6_F;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;585;;;;;;;0;;;;6591;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;439_4;;;730-30;;;;ЛОЖЬ;ЛОЖЬ;;439;;;;;;;0;;;;619;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;00XS002E01P02;;CAB;;S_B002;CB002 ESD-01 ALARM PS 02;Yes;ИСТИНА;ЛОЖЬ;;18;;;;;;;;;;;9;ИСТИНА;13888;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;07.03;1;2;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;Output;EPKS_UCB;ESD_002_1;1205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;7-ExtComFaultCC7;;SYS;;;EXT COM FAULT COM CH 7;Yes;ЛОЖЬ;;;16;;;;;;;;;;;12;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2410_1;;;1000;;;;ЛОЖЬ;ЛОЖЬ;;2410;;;;;;;0;;;;1150;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;74VAH951A;;BNS;740-20;A_C74022;C7402002CX VIB X;Yes;ИСТИНА;ЛОЖЬ;;797;;;;;;;;;;;216;ИСТИНА;13890;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;07.04;9;1;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;Output;EPKS_UCB;ESD_002_1;1326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74TAHH846_CA;;COM;740-20;A_C74021;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;581;;;;;;;0;;;;1979;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C731_3_G;;;C742002;C742002;Function block marker;;ЛОЖЬ;ЛОЖЬ;;731;;;;;;;0;;;;5938;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;953_2;;;730-30;;;;ЛОЖЬ;ЛОЖЬ;;953;;;;;;;0;;;;2866;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74VAH953AB;;COM;740-20;A_C74022;1oo2 PRE ALARM;No;ЛОЖЬ;ЛОЖЬ;;793;;;;;;;0;;;;2333;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;1136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74TI834B_TF;;COM;C742002;;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;711;;;;;;;0;;;;4866;ИСТИНА;14543;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;2173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2372_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;2372;;;;;;;0;;;;55;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;537_92_1;;;730-30;;73PT157;;ЛОЖЬ;ЛОЖЬ;;92;;;;;;;0;;;;1856;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C411_1_D;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;411;;;;;;;0;;;;1295;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;74PI878_LL;;COM;740-20;A_C74022;LL TRIP SETPOINT;No;ЛОЖЬ;ЛОЖЬ;;739;;Float;;;;;0;;;;676;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;10297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;74HS879B;;LCP;740-20;;C7402002BX EM. STOP;Yes;ИСТИНА;ЛОЖЬ;;766;;;;;;;;;;;347;ИСТИНА;14116;None;;;;;;0=TRIP;0=TRIP;;;;;;Undefined;;;;07.10;17;4;1;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;Output;EPKS_UCB;ESD_002_1;1963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;579_3;;;730-30;;;;ЛОЖЬ;ЛОЖЬ;;579;;;;;;;;100 ms;5;;1600;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;715_10;;;C742002;;;;ЛОЖЬ;ЛОЖЬ;;715;;;;;;;0;;;;6134;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;240_2;;;880-14;;;;ЛОЖЬ;ЛОЖЬ;;240;;;;;;;;100 ms;10;;88;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C415_4_D;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;415;;;;;;;0;;;;5831;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73XY120B_P;;COM;730-30;A_73030;H2O TO N2/H2O TOWER;No;ЛОЖЬ;ЛОЖЬ;;477;;;;;;;0;;;;114;ЛОЖЬ;0;None;;;;;;1=ACTIVE;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;CC_UCB_1;ESD_002_1;45;;;;;;;;
