НомерГруппы;ИмяГруппы;Точка1;Точка2;Точка3;Точка4;Точка5;Точка6;Точка7;Точка8;Точка9;Точка10;Точка11;Точка12;Точка13;Точка14;Точка15;Точка16;Точка17;Точка18;Точка19;Точка20;Точка21;Точка22;Точка23;Точка24;Точка25;Точка26;Точка27;Точка28;Точка29;Точка30;Точка31;Точка32
2436;REGIM_2;30TI910.PV;30TI903A.PV;30TI903B.PV;30TI903C.PV;30TI903D.PV;30TI906A.PV;30TI907A.PV;30TI908A.PV;30TI909A.PV;30TI905A.PV;30TI032A.PV;30TI156A.PV;30TI157A.PV;30TI158A.PV;30PI907.PV;;;;;;;;;;;;;;;;;
2437;REGIM_1;30LI063.PV;30PI915.DACA.PV;30FI902.DACA.PV;30PC916A.PIDA.PV;30PC952.DACA.PV;30FI905.DACA.PV;30PI944.PV;30TC930.PIDA.PV;30TI900.PV;30PI134.DACA.PV;30TI130.DACA.PV;30FI061.DACA.PV;30PI135.DACA.PV;30TI131.DACA.PV;30FI062.DACA.PV;;;;;;;;;;;;;;;;;
2438;3000 СЕКЦИЯ. ANDREI_TREND;30LC001.DACA.PV;30PI777D.DACA.PV;30LC007.PIDA.PV;30FC002.PIDA.PV;30LC012.PIDA.PV;30LC027.PIDA.PV;30PI075.PV;30LC037.PIDA.PV;30PC087.PIDA.PV;30UIQ045.DACA.PV;30LC019.PIDA.PV;30PC055.PIDA.PV;30LC024.PIDA.PV;30LC030.PIDA.PV;30LC047.PIDA.PV;30PC107.PIDA.PV;30LI039.PV;30FI905.DACA.PV;10FC091.PIDA.PV;30TI910.PV;30PC069.PIDA.PV;30PI907.PV;30PI915.DACA.PV;10LC014.DACA.PV;30TC031.PIDA.PV;30FC013.PIDA.PV;30FC014.PIDA.PV;30FC015.PIDA.PV;30FC016.PIDA.PV;30LI033.DACA.PV;30FC030.DACA.PV;30LC015.PIDA.PV
2439;3000 СЕКЦИЯ._VVOD_&_VYVOD;30FI051.DACA.PV;30FI051.DACA.PV;30TI123.DACA.PV;30PI127.DACA.PV;30FC030.PIDA.PV;30FI051.DACA.PV;30TI123.DACA.PV;30PI127.DACA.PV;30UIQ060.DACA.PV;30UIQ052.DACA.PV;30UIQ059.DACA.PV;30UIQ047.DACA.PV;30TI013.DACA.PV;30PI023.DACA.PV;30FI063.DACA.PV;30UIQ044.DACA.PV;30UIQ054.DACA.PV;30UIQ054.DACA.PV;30PI103.DACA.PV;30UIQ056.DACA.PV;30UIQ055.DACA.PV;30UIQ067.DACA.PV;30FC002.PIDA.PV;30UIQ065.DACA.PV;30FC030.PIDA.PV;30UIQ066.DACA.PV;30UIQ068.DACA.PV;30UIQ045.DACA.PV;30UIQ057.DACA.PV;;;
2440;C3001A&S;30LC001.PIDA.PV;30LC007.PIDA.PV;30LC019.PIDA.PV;30LC024.PIDA.PV;30LC027.PIDA.PV;30LC030.PIDA.PV;30LI047A.DACA.PV;30LC053.PIDA.PV;30FC036.PIDA.PV;30PI915.DACA.PV;30PC108A.PIDA.PV;30LC037.PIDA.PV;30PC087.PIDA.SP;30PC026.PIDA.PV;30TI058A.PV;30ZI975.PV;30LC015.PIDA.PV;30LC012.PIDA.PV;30TI876C.PV;30TI876D.PV;30PI065.PV;30TI059A.PV;;;;;;;;;;
2441;3000 СЕКЦИЯ. Печь_H-3001;30FI017.PV;30FC013.PIDA.PV;30FI018.PV;30FC014.PIDA.PV;30FI019.PV;30FC015.PIDA.PV;30FI020.PV;30FC016.PIDA.PV;30TI905A.SP;30TI028A.DACA.PV;30TI028B.DACA.PV;30TI028C.DACA.PV;30TI028D.DACA.PV;30FI131.DACA.PV;30FI132.DACA.PV;30FI133.DACA.PV;30FI130.DACA.PV;30PI915.DACA.PV;30FI902.DACA.PV;;;;;;;;;;;;;
2442;3000_STABILIZACIY;30LC019.DACA.PV;30LC015.DACA.PV;30FC035.DACA.PV;30PC069.DACA.PV;30LC024.DACA.PV;30TC067.DACA.PV;30PI074B.PV;30FC038.DACA.PV;30LC030.DACA.PV;30LC027.DACA.PV;30TI077.DACA.PV;30TI080.DACA.PV;30LI033.DACA.PV;30FI037.DACA.PV;30FI039.DACA.PV;30FC036.PIDA.PV;30TI066.DACA.PV;30LC037.DACA.PV;30TI126.DACA.PV;30PC087.DACA.PV;30PC084.DACA.PV;30TI074.DACA.PV;30TC076.DACA.PV;30TC069.DACA.PV;30FI049.DACA.PV;30LC026.PIDA.PV;;;;;;
2443;REAGENTY_V-3029-3032-3033;30LI065.DACA.PV;30LI066.DACA.PV;30LI067.DACA.PV;30FI751.DACA.PV;30FI752.DACA.PV;30FI753.DACA.PV;30LI067.DACA.PV;30LI065.DACA.PV;30LI066.DACA.PV;;;;;;;;;;;;;;;;;;;;;;;
2444;;30TC031.PIDA.OP;30PC026.PIDA.PV;30TI906A.PV;30TI906C.PV;30TI906D.PV;30TI907A.PV;30TI907B.PV;30TI907C.PV;30TI907D.PV;30TI908A.PV;30TI908B.PV;30TI908C.PV;30TI908D.PV;30TI909A.PV;30TI909B.PV;30TI909C.PV;30TI909D.PV;;;;;;;;;;;;;;;
2445;;30LC026.PIDA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2450;3000 PUSTOI;10FC091.PIDA.PV;10FC091.PIDA.OP;10FI056.DACA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2451;KOLLONNA_T1_ANALIZ_1.11;30FC031.PIDA.PV;30TC047.PIDA.PV;30TC036.PIDA.PV;30TC037.PIDA.PV;30LC015.PIDA.PV;30LI016.PV;30UIQ033.DACA.PV;30FC032.PIDA.OP;30FC028.PIDA.PV;30FC029.PIDA.PV;30TC038.PIDA.PV;30FC002.PIDA.OP;30FC002.PIDA.PV;30FI053.DACA.PV;30LC007.PIDA.OP;30TC031.PIDA.PV;30FC046.PIDA.OP;30TC037.PIDA.OP;30FC002.PIDA.PV;30FC012.PIDA.PV;;;;;;;;;;;;
2452;;30TI906A.PV;30TI907C.PV;30TI908A.PV;30TI909A.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2460;;30TI063.DACA.PV;30TC061.PIDA.PV;30TC047.PIDA.PV;30TC036.PIDA.PV;30TI040.DACA.PV;30TI041.DACA.PV;30TC036.DACA.PV;;;;;;;;;;;;;;;;;;;;;;;;;
2463;;30FC013.PIDA.OP;30FC013.PIDA.PV;30FC013.PIDA.SP;30FC014.PIDA.PV;30FC015.PIDA.PV;30FC016.PIDA.SP;30FC012.PIDA.PV;30FI017.PV;;;;;;;;;;;;;;;;;;;;;;;;
2465;;30FC012.PIDA.PV;30PC020.PIDA.PV;30LC005.PIDA.PV;30PC108A.PIDA.PV;30FI043.DACA.PV;30TC105.PIDA.PV;30TC045.PIDA.PV;30PI915.DACA.PV;30FI902.DACA.PV;30PC916A.PIDA.PV;30PC952.DACA.PV;30FI905.DACA.PV;30PI944.PV;30TC930.PIDA.PV;30TI900.PV;30PI911A.PV;30TI130.DACA.PV;30FI061.DACA.PV;30PI135.DACA.PV;30TI131.DACA.PV;30FI062.DACB.PV;;;;;;;;;;;
2466;;30PDC913.PIDA.PV;30FC013.PIDA.PV;30FC014.PIDA.PV;30FC015.PIDA.PV;30FC016.PIDA.PV;30PI014.DACA.PV;30PI015.DACA.PV;30PI016.DACA.PV;30PI017.DACA.PV;30TI910.PV;30TI903A.PV;30TI903B.PV;30TI903C.PV;30TI903D.PV;30PI907.PV;30TI906A.PV;30TI907A.PV;30TI908A.PV;30TI909A.PV;30PI143A.PV;30PI162A.PV;30PI163A.PV;30PI164A.PV;30TI032A.PV;30TI156A.SP;30TI157A.PV;30TI158A.PV;30TI031A.DACA.PV;;;;
2467;;30PC026.PIDA.PV;30PDI027.DACA.PV;30PC026.PIDA.PV;30FI025.DACA.PV;30TC036.PIDA.PV;30TC037.PIDA.PV;30TC038.PIDA.PV;30FC028.PIDA.PV;30FC026.PIDA.PV;30FC027.PIDA.PV;30TC039.PIDA.PV;30FC002.PIDA.PV;30FC030.PIDA.PV;30FC031.PIDA.PV;30FC046.PIDA.PV;;;;;;;;;;;;;;;;;
2468;;30LC012.PIDA.PV;30FC029.PIDA.PV;30TC047.PIDA.PV;30LC019.PIDA.PV;30LC015.PIDA.PV;30PC055.PIDA.PV;30FC032.PIDA.PV;30PC850.PIDA.PV;30FC030.PIDA.PV;30PI056.PV;30FC030.PIDA.OP;30TC069.PIDA.PV;30LI028.PV;30FC038.PIDA.PV;30PC069.PIDA.PV;30LC024.PIDA.PV;30LC026.PIDA.PV;;;;;;;;;;;;;;;
2469;;30FC035.PIDA.PV;30TC076.PIDA.PV;30PC084.PIDA.PV;30LI033.DACA.PV;30LC030.PIDA.PV;30TI058.PV;30TI059.PV;30PC087.PIDA.PV;30TDC084.PIDA.PV;30FC040.PIDA.PV;30LC037.PIDA.PV;30LI035.DACA.PV;30LI058.PV;;;;;;;;;;;;;;;;;;;
2470;;30PC100.PIDA.PV;30LI039.PV;30PC099.PIDA.PV;30LC053.PIDA.PV;30TC121.PIDA.PV;30FI051.DACA.PV;30PI127.DACA.PV;30TC125.PIDA.PV;30UIQ055.DACA.PV;30UIQ056.DACA.PV;30FI063.DACA.PV;30UIQ059.DACA.PV;30UIQ045.DACA.PV;;;;;;;;;;;;;;;;;;;
2472;;30PI074B.PV;30TI080.DACA.PV;30FI039.DACA.PV;30LI033.DACA.PV;30FI037.DACA.PV;30FI049.DACA.PV;30TC076.DACA.PV;30TI085.DACA.PV;30TI084B.DACA.PV;30TI126.DACA.PV;;;;;;;;;;;;;;;;;;;;;;
2473;;30FC013.PIDA.SP;30FC013.PIDA.PV;30FC013.PIDA.OP;30FC012.PIDA.SP;30FC012.PIDA.PV;30FC012.PIDA.OP;30FC014.PIDA.SP;30FC014.PIDA.PV;30FC014.PIDA.OP;30FC016.PIDA.PV;30FC016.PIDA.SP;30FC016.PIDA.OP;30FC015.PIDA.SP;30FC015.PIDA.PV;30FC015.PIDA.OP;;;;;;;;;;;;;;;;;
2474;REGIMNIY_LIST 1;30TI007.DACA.PV;30LI001A.DACA.PV;30FC012.PIDA.PV;30TI019.DACA.PV;30PC020.PIDA.PV;30LI003.DACA.PV;30LC005.PIDA.PV;30TI022.DACA.PV;30LI047B.DACA.PV;30PC108A.PIDA.PV;30FI043.DACA.PV;30TI104.DACA.PV;30PI106.DACA.PV;30TC105.PIDA.PV;30TI109.DACA.PV;30LI063_AO.DACA.PV;30TC045.PIDA.PV;30PI915.DACA.PV;30FI902.DACA.PV;30PC916A.PIDA.PV;30PC952.DACA.PV;30FI905.DACA.PV;30PI944.PV;30TC930.PIDA.PV;30TI900.PV;30PI134.DACA.PV;30TI130.DACA.PV;30FI061.DACA.PV;30PI135.DACA.PV;30TI131.DACA.PV;30FI062.DACA.PV;30PDC913.PIDA.PV
2475;REGIMNIY_LIST 2;30FC013.PIDA.PV;30FC014.PIDA.PV;30FC015.PIDA.PV;30FC016.PIDA.PV;30PI014.DACA.PV;30PI015.DACA.PV;30PI016.DACA.PV;30PI017.DACA.PV;30TI910.PV;30TI903A.PV;30TI903B.PV;30TI903C.PV;30TI903D.PV;30PI907.PV;30TI906A.PV;30TI907A.PV;30TI908A.PV;30TI909A.PV;30PI143A.PV;30PI162A.PV;30PI163A.PV;30PI164A.PV;30TI905A.PV;30TI032A.PV;30TI156A.PV;30TI157A.PV;30TI158A.PV;30TI031A.DACA.PV;30TI033.DACA.PV;30TI034.DACA.PV;;
2476;REGIMNIY_LIST 3;30PDI027.DACA.PV;30PC026.PIDA.OP;30FI024.DACA.PV;30FI069.DACA.PV;30FI025.DACA.PV;30PI033.DACA.PV;30PDI034.DACA.PV;30TI040.DACA.PV;30TC036.PIDA.PV;30TC037.PIDA.PV;30TC038.PIDA.PV;30LI007A.DACA.PV;30FC028.PIDA.PV;30FC026.PIDA.PV;30FC027.PIDA.PV;30PDI035.DACA.PV;30TC039.PIDA.PV;30PDI007.DACA.PV;30TI017.DACA.PV;30FC002.PIDA.PV;30FC030.PIDA.PV;30TI010.DACA.PV;30TI093.DACA.PV;30TI092.DACA.PV;30TI091.DACA.PV;30FC031.PIDA.PV;30FC046.PIDA.PV;30TI041.DACA.PV;30LI012.DACA.PV;30FC029.PIDA.PV;30TC047.PIDA.PV;30LC019.PIDA.PV
2477;REGIMNIY_LIST 4;30LC015.PIDA.PV;30PC055.PIDA.PV;30TI048.DACA.PV;30FC032.PIDA.PV;30FI034.DACA.PV;30TI074.DACA.PV;30PI056.PV;30LI021.PV;30TI053.DACA.PV;30TC067.PIDA.PV;30PI074B.PV;30TI066.DACA.PV;30TI074.DACA.PV;30TI070.DACA.PV;30TC069.PIDA.PV;30FI037.DACA.PV;30PI074A.DACA.PV;30LI027.DACA.PV;30FC038.PIDA.PV;30TI060.DACA.PV;30TC061.PIDA.PV;30PC069.PIDA.PV;30LC024.PIDA.PV;30LC026.PIDA.PV;30FC035.PIDA.PV;30TI063.DACA.PV;30TC076.PIDA.PV;30TI077.DACA.PV;30FI049.DACA.PV;30PC084.PIDA.PV;30TI081.DACA.PV;30FI039.DACA.PV
2478;REGIMNIY_LIST 5;30LI033.DACA.PV;30LC030.PIDA.PV;30TI080.DACA.PV;30TI152.DACA.PV;30TI153.DACA.PV;30TI058.PV;30PI064.PV;30TI059.PV;30PI065.PV;30TI085.DACA.PV;30PC087.PIDA.PV;30PDI109.DACA.PV;30TI126.DACA.PV;30TI084A.DACA.PV;30TI084B.DACA.PV;30TDC084.PIDA.PV;30FC040.PIDA.PV;30LC037.PIDA.PV;30LI035.DACA.PV;30TI083.DACA.PV;30LI058.PV;30LI044.DACA.PV;30LI041.DACA.PV;30LI045.DACA.PV;30TI096.DACA.PV;30PC100.PIDA.PV;30LI039.PV;30PC099.PIDA.PV;30TI120.DACA.PV;30LC053.PIDA.PV;30TC121.PIDA.PV;30FI051.DACA.PV
2479;REGIMNIY_LIST 6;30PI127.DACA.PV;30TC125.PIDA.PV;30UIQ055.DACA.PV;30UIQ056.DACA.PV;30PI103.DACA.PV;30PI103.DACA.PV;30UIQ054.DACA.PV;30UIQ044.DACA.PV;30UIQ065.DACA.PV;30UIQ066.DACA.PV;30UIQ047.DACA.PV;30UIQ058.DACA.PV;30FI063.DACA.PV;30UIQ059.DACA.PV;30UIQ045.DACA.PV;30UIQ067.DACA.PV;30UIQ068.DACA.PV;30TI776A.DACA.PV;;;;;;;;;;;;;;
2480;;30TI776B.DACA.PV;30TI876A.DACA.PV;30TI876B.DACA.PV;30TI776E.DACA.PV;30TI776F.DACA.PV;30TI876E.DACA.PV;30TI876F.DACA.PV;30TI878.DACA.PV;30PI879A.DACA.PV;30TI786.DACA.PV;30TI886.DACA.PV;30PI783A.DACA.PV;30PI883A.DACA.PV;30TI784A.DACA.PV;30TI884A.DACA.PV;30TI784D.PV;30TI884D.PV;30PC087.PIDA.PV;30LC037.PIDA.PV;30LI035.DACA.PV;;;;;;;;;;;;
2481;;30TI083.DACA.PV;30LI058.PV;30TI096.DACA.PV;30LI039.PV;30LC053.PIDA.PV;30TC121.PIDA.PV;30FI051.DACA.PV;30PI127.DACA.PV;30TI123.DACA.PV;30TC125.PIDA.PV;30UIQ055.DACA.PV;30UIQ056.DACC.PV;30UIQ059.DACA.PV;30UIQ045.DACA.PV;30FI001.DACA.PV;;;;;;;;;;;;;;;;;
2482;;30UIQ045.DACA.PV;30UIQ052.DACA.PV;30FI053.DACA.PV;30FI049.TOTALIZERA.PV;30UIQ041.DACA.PV;30UIQ033.DACA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;
2483;Тренд копрессор;30ZI975.PV;30TI876C.PV;30VI975.PV;30TI884F.PV;30PI067.PV;30PI065.PV;30PI877A.DACA.PV;30TI059.PV;30PI877C.DACA.PV;;;;;;;;;;;;;;;;;;;;;;;
2484;Обнаружения горючих газов в компр.;30GT500.PV;30GT501.PV;93GT456.PV;93GT457.PV;93GT458.PV;93GT459.PV;93GT460.PV;93GT461.PV;93GT462.PV;;;;;;;;;;;;;;;;;;;;;;;
2485;;30FI001.DACA.PV;30TI007.DACA.PV;30LI001A.DACA.PV;30LI001B.DACA.PV;30LI002.PV;30FC012.PIDA.PV;30TI019.DACA.PV;30TI013.DACA.PV;30PI023.DACA.PV;30PC020.PIDA.PV;30LC005.PIDA.PV;30UIQ057.DACA.PV;30FC042.PIDA.PV;30LI048.PV;30PC108A.PIDA.PV;30PC108B.PIDA.PV;30PC107.PIDA.PV;30FI043.DACA.PV;30PC107.DACA.PV;30TI107.PV;30TC105.PIDA.PV;30UIQ045.DACA.PV;;;;;;;;;;
2486;3000 СЕКЦИЯ.  темп. входа-выхода из печи;30TI007.DACA.PV;30LI001A.DACA.PV;30FC012.PIDA.SP;30TI019.DACA.PV;30TC031.PIDA.PV;30PY916A.OVRDSELA.OP;30UIQ060.DACA.PV;30PDI923.DACA.PV;30TI104.DACA.PV;30PI106.DACA.PV;30TC105.DACA.PV;30TI109.DACA.PV;30PC952.DACA.PV;30PI915.DACA.PV;30FI902.DACA.PV;30PC916A.DACA.PV;30FI905.DACA.PV;30PI944.PV;30TC930.DACA.PV;30TI900.PV;30PI911A.PV;30TI130.DACA.PV;30FI061.DACA.PV;30PI135.DACA.PV;30PI946.DACA.PV;30FI062.DACA.PV;;;;;;
2487;REZHIMNY-LIST-1;30TI007.DACA.PV;30LI001A.DACA.PV;30FC012.PIDA.PV;30TI019.DACA.PV;30PC020.DACA.PV;30LI003.DACA.PV;30LC005.DACA.PV;30TI022.DACA.PV;;30TI903A.PV;30TI903B.PV;30TI903C.PV;30TI903D.PV;30PI907.PV;30TI906A.PV;30TI907A.PV;30TI908A.PV;30TI909A.PV;30PI143A.PV;30PI162A.PV;30PI163A.PV;30PI164A.PV;30TI905A.PV;30TI032A.PV;30TI156A.PV;30TI158A.PV;30TI158A.PV;30TI033.DACA.PV;30TI034.DACA.PV;30PC026.PIDA.PV;;
2488;1.3;30PC026.PIDA.OP;30FI024.DACA.PV;30FI069.DACA.PV;30FI025.DACA.PV;30PDI034.DACA.PV;30TI040.DACA.PV;30TC036.PIDA.PV;30TC037.DACA.PV;30TC038.DACA.PV;30LI007A.DACA.PV;30FC028.DACA.PV;30FC026.DACA.PV;30FC027.DACA.PV;30PDI035.DACA.PV;30TC039.DACA.PV;30PDI007.DACA.PV;30TI017.DACA.PV;30FC002.DACA.PV;30FC030.DACA.PV;30TI010.DACA.PV;30TI093.DACA.PV;30TI092.DACA.PV;30TI091.DACA.PV;30FC031.PIDA.PV;30FC046.PIDA.PV;30TI041.DACA.PV;30LC012.PIDA.PV;30FC029.PIDA.PV;30TC047.PIDA.PV;30LC019.PIDA.PV;;
2489;1.4;30FI003.DACV.PV;30FI003B.DACV.PV;30FI004.DACV.PV;30FI004B.DACA.PV;30FI005.DACA.PV;30TI032A.PV;30TI032B.PV;30TI032C.PV;30TI156A.PV;30TI156B.PV;30TI156C.PV;30TI157A.PV;30TI157B.PV;30TI157C.PV;30TI158A.PV;30TI158B.PV;30TI158C.PV;30TI031A.DACA.PV;30TI031B.DACA.PV;30PC026.PIDA.PV;30PDI027.DACA.PV;;;;;;;;;;;
2490;;30FI024.DACA.PV;30FI069.DACA.PV;30FI025.DACA.PV;30PI034B.DACA.PV;30PI034A.DACA.PV;30PDI034.DACA.PV;30TC037.PIDA.PV;30TC038.PIDA.PV;30LI004.PV;30LI008.PV;30FC028.PIDA.PV;30FC026.PIDA.PV;30FC027.PIDA.PV;30FC002.PIDA.PV;30FC030.PIDA.PV;30FI053.DACA.PV;30FC046.PIDA.PV;;;;;;;;;;;;;;;
2491;;30TI041.DACA.PV;30LI013.PV;30LC012.PIDA.PV;30FC029.PIDA.PV;30TI049A.DACA.PV;30TI049B.DACA.PV;30TI049C.DACA.PV;30TC047.DACA.PV;30TC047.PIDA.PV;30LI016.PV;30LI018.PV;30LC019.PIDA.PV;30LC015.PIDA.PV;30PC055.PIDA.PV;30FC032.PIDA.PV;30UIQ033.DACA.PV;;;;;;;;;;;;;;;;
2492;;30FI034.DACA.PV;30PC850.PIDA.PV;30LI021.PV;30LI022.PV;30TI053.DACA.PV;30PI075.PV;30TC069.PIDA.PV;30PC077.PIDA.PV;30LI028.PV;30LC027.PIDA.PV;30FC038.PIDA.PV;30PC069.PIDA.PV;30LC024.PIDA.PV;;;;;;;;;;;;;;;;;;;
2493;;30LI025.PV;30LC026.PIDA.PV;30FC035.PIDA.PV;30TI063.DACA.PV;30PI134.DACA.PV;30TI130.DACA.PV;30FI061.DACA.PV;30PI135.DACA.PV;30TI131.DACA.PV;30FI062.DACA.PV;30FI901B.DACA.PV;30TI919.DACA.PV;30PC910.PIDA.PV;30TC076.PIDA.PV;30FC036.PIDA.PV;30PC084.PIDA.PV;30LI033.DACA.PV;30LI031.PV;30LC030.PIDA.PV;;;;;;;;;;;;;
2494;;30TI080.DACA.PV;30ZI875.PV;30ZI975.PV;30TI152.DACA.PV;30TI153.DACA.PV;30TI058.PV;30PI066.PV;30PI064.PV;30TI059.PV;30PI067.PV;30PI777D.DACA.PV;30PI777C.DACA.PV;30PI777A.DACA.PV;30PI777B.DACA.PV;30PI877D.DACA.PV;30PI877C.DACA.PV;30PI877A.DACA.PV;30PI877B.DACA.PV;30TI776A.DACA.PV;30TI776B.DACA.PV;30TI876A.DACA.PV;30TI876B.DACA.PV;30TI776E.DACA.PV;30TI776F.DACA.PV;30TI876E.DACA.PV;30TI876F.DACA.PV;30TI878.DACA.PV;30PI879A.DACA.PV;;;;
2495;;30TI786.DACA.PV;30TI886.DACA.PV;30PI783A.DACA.PV;30PI883A.DACA.PV;30TI784A.DACA.PV;30TI884A.DACA.PV;30TI784D.PV;30TI884D.PV;30PC087.PIDA.PV;30LC037.PIDA.PV;30LI035.DACA.PV;30UIQ052.DACA.PV;30UIQ041.DACA.PV;30PC087.PIDA.PV;;;;;;;;;;;;;;;;;;
2496;;30TI126.DACA.PV;30TI084A.DACA.PV;30TI084B.DACA.PV;30LC037.PIDA.PV;30LI035.DACA.PV;30UIQ052.DACA.PV;30UIQ041.DACA.PV;30TI098.DACA.PV;30LI058.PV;30TI100.DACA.PV;30LI060.PV;30TI097.DACA.PV;30LI057.PV;30TI101.DACA.PV;30LI061.PV;30LI039.PV;30LI040.PV;;;;;;;;;;;;;;;
2497;;30PI142.DACA.PV;30TI120.DACA.PV;30LC053.PIDA.PV;30TC121.PIDA.PV;30FI051.DACA.PV;30PI127.DACA.PV;30TI123.DACA.PV;30TC125.PIDA.PV;30UIQ055.DACA.PV;30UIQ056.DACA.PV;30UIQ059.DACA.PV;30UIQ045.DACA.PV;30FI001.DACA.PV;30UIQ045.DACA.PV;30UIQ052.DACA.PV;30FI053.DACA.PV;;;;;;;;;;;;;;;;
2498;;30UIQ041.DACA.PV;30UIQ057.DACA.PV;30UIQ060.DACA.PV;30FI061.DACA.PV;30FI051.DACA.PV;30UIQ055.DACA.PV;30UIQ056.DACA.PV;30UIQ059.DACA.PV;30FI043.DACA.PV;30FI062.DACA.PV;30LI058.PV;30LI060.PV;30TI098.DACA.PV;30TI100.DACA.PV;30LI057.PV;30LI061.PV;30TI097.DACA.PV;30TI101.DACA.PV;;;;;;;;;;;;;;
2499;;30FC905.PIDA.OP;30FC905.PIDA.PV;30BSLL901A.PV;30BSLL901B.PV;30BSLL902A.PV;30BSLL902B.PV;30BSLL903A.PV;30BSLL903B.PV;;;;;;;;;;;;;;;;;;;;;;;;
2580;;30UIQ044.DACA.PV;30TC037.PIDA.PV;30FC046.PIDA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2581;;30PY916A.OVRDSELA.OP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2650;;10FC091.PIDA.PV;93FI174.DACA.PV;93TI174.DACA.PV;10PI081.DACA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2680;;30PC952.PIDA.PV;30PC952.PIDA.OP;30PC952.PIDA.SP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2800;;10FC006.PIDA.PV;10FC006.PIDA.OP;10FC006.PIDA.SP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2801;;10FC018.PIDA.PV;10FC018.PIDA.OP;10FC018.PIDA.SP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2802;;10LC011.PIDA.PV;10LC012.PIDA.PV;10LC014.PIDA.PV;10LC011.PIDA.SP;10LC012.PIDA.SP;10LC014.PIDA.SP;10LC011.PIDA.OP;10LC012.PIDA.OP;10LC014.PIDA.OP;;;;;;;;;;;;;;;;;;;;;;;
2803;;10PI018.DACA.PV;10TC074.PIDA.PV;10FI001.DACA.PV;10PC077.PIDA.PV;10TC122.PIDA.PV;10LC010.PIDA.PV;10FC018.PIDA.PV;10FC006.PIDA.PV;10TI071.DACA.PV;10TI088.DACA.PV;;;;;;;;;;;;;;;;;;;;;;
2804;;10FC091.PIDA.PV;10FC091.PIDA.OP;10FC091.PIDA.SP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2805;;10PI018.DACA.PV;10TI071.DACA.PV;10FI093C.DACA.PV;10FI061C.DACA.PV;10PC077.PIDA.PV;10FI001.DACA.PV;10TC122.PIDA.PV;10PC916A.PIDA.PV;;;;;;;;;;;;;;;;;;;;;;;;
2806;;10EI001A.DACA.PV;10SI805.DACA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
